[ID],[TableID],[Name],[Description],[DataType],[Expression],[FormatString],[IsHidden],[State],[ModifiedTime],[StructureModifiedTime],[KPIID],[IsSimpleMeasure],[ErrorMessage],[DisplayFolder],[DetailRowsDefinitionID],[DataCategory],[LineageTag],[SourceLineageTag]
29228,25960,var_tmr,Variação absoluta do TMR vs. período anterior. Negativo = melhora (menos dias).,8,"VAR atual = [ind_media_tempo_resposta]
VAR anterior = CALCULATE([ind_media_tempo_resposta], PREVIOUSYEAR(f_relatorio[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)","#,0.0",False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,c891f02d-bffa-4640-8345-3762fc18db73,
29229,25960,var_pct_mais_30_dias,Variação absoluta do % de manifestações com mais de 30 dias vs. período anterior. Negativo = melhora.,8,"VAR atual = [ind_pct_mais_30_dias]
VAR anterior = CALCULATE([ind_pct_mais_30_dias], PREVIOUSYEAR(f_relatorio[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)",0.00%,False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,1c56bc1d-87f3-466a-95cc-4978c96104b6,
29230,25960,var_resolutividade,Variação absoluta da resolutividade vs. período anterior. Positivo = melhora.,8,"VAR atual = [ind_pct_resolutividade]
VAR anterior = CALCULATE([ind_pct_resolutividade], PREVIOUSYEAR(f_pesquisa[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)",0.00%,False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,ae83fded-e868-45a8-a90e-29f348761814,
29231,25960,var_insatisfatorias,Variação absoluta do % de respostas insatisfatórias vs. período anterior. Negativo = melhora. Eixo temporal via dCalendario (corrigido).,8,"VAR atual = [ind_pct_respostas_insatisfatorias]
VAR _min_data = MIN(dCalendario[Date])
VAR _max_data = MAX(dCalendario[Date])
VAR anterior =
    CALCULATE(
        [ind_pct_respostas_insatisfatorias],
        FILTER(
            ALL(dCalendario),
            dCalendario[Date] >= DATE(YEAR(_min_data)-1, MONTH(_min_data), DAY(_min_data)) &&
            dCalendario[Date] <= DATE(YEAR(_max_data)-1, MONTH(_max_data), DAY(_max_data))
        )
    )
RETURN
    IF(ISBLANK(anterior), BLANK(), atual - anterior)",0.00%,False,1,21/04/2026 22:54:24,20/04/2026 21:10:25,,False,,09 · Variação,,,d463df8c-6c69-4dc6-be03-71fbb93504b0,
29232,25960,var_nota,Variação absoluta da nota média de recomendação vs. período anterior. Positivo = melhora.,8,"VAR atual = [ind_media_nota_recomendacao]
VAR anterior = CALCULATE([ind_media_nota_recomendacao], PREVIOUSYEAR(f_pesquisa[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)","#,0.0",False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,bc6ff1d6-873c-47fb-bfb9-903664125972,
29233,25960,var_nps,Variação absoluta do NPS vs. período anterior. Positivo = melhora.,8,"VAR atual = [ind_nps]
VAR anterior = CALCULATE([ind_nps], PREVIOUSYEAR(f_pesquisa[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)","#,0.0",False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,55fff64a-8391-4d98-b56d-11a0fc2c31eb,
29234,25960,var_igro,Variação absoluta do IGRO vs. período anterior. Positivo = melhora.,8,"VAR atual = [idx_igro]
VAR anterior = CALCULATE([idx_igro], PREVIOUSYEAR(f_relatorio[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)",0.00%,False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,30a0f1e2-af13-467e-b2a8-f3cacdaccce6,
29235,25960,var_igro_sub_t,Variação absoluta do Sub-T vs. período anterior. Positivo = melhora.,8,"VAR atual = [idx_igro_sub_t]
VAR anterior = CALCULATE([idx_igro_sub_t], PREVIOUSYEAR(f_relatorio[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)",0.00%,False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,cabbc732-f217-4be7-b519-dd1a0103c4cb,
29236,25960,var_igro_sub_q,Variação absoluta do Sub-Q vs. período anterior. Positivo = melhora.,8,"VAR atual = [idx_igro_sub_q]
VAR anterior = CALCULATE([idx_igro_sub_q], PREVIOUSYEAR(f_relatorio[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)",0.00%,False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,6f206bea-0cc4-4ae6-a044-14222b20c04d,
29237,25960,var_recurso,Variação absoluta do % de recurso vs. período anterior. Negativo = melhora.,8,"VAR atual = [ind_pct_recurso]
VAR anterior = CALCULATE([ind_pct_recurso], PREVIOUSYEAR(f_relatorio[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)",0.00%,False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,80fc97b5-2ca1-403d-bb73-5a843e213b4a,
29238,25960,var_cobertura_reclamacao,Variação absoluta da cobertura de pesquisa em Reclamações vs. período anterior. Positivo = melhora.,8,"VAR atual = [ind_pct_cobertura_reclamacao]
VAR anterior = CALCULATE([ind_pct_cobertura_reclamacao], PREVIOUSYEAR(f_pesquisa[data_manifestacao]))
RETURN IF(ISBLANK(anterior), BLANK(), atual - anterior)",0.00%,False,1,20/04/2026 21:10:25,20/04/2026 21:10:25,,False,,09 · Variação,,,30843bb0-3fe9-4477-85d9-a079066f494b,
29239,25960,sem_tmr,"Semáforo do TMR com polaridade negativa: 🟢 quando cai (melhora), 🔴 quando sobe (piora). Neutro quando variação = 0 ou BLANK.",2,"VAR delta = [var_tmr]
VAR polaridade = -1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,0d03c048-4523-4cb4-99bc-8394c627d64e,
29240,25960,sem_pct_mais_30_dias,Semáforo do % +30 dias com polaridade negativa: 🟢 quando cai.,2,"VAR delta = [var_pct_mais_30_dias]
VAR polaridade = -1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,8fa49dd7-8c53-4ac2-a90b-4a178599028f,
29241,25960,sem_resolutividade,Semáforo da resolutividade com polaridade positiva: 🟢 quando sobe.,2,"VAR delta = [var_resolutividade]
VAR polaridade = 1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,f9a14ac1-73b9-4dd5-937a-989ef6eeef70,
29242,25960,sem_insatisfatorias,Semáforo das respostas insatisfatórias com polaridade negativa: 🟢 quando cai.,2,"VAR delta = [var_insatisfatorias]
VAR polaridade = -1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,a6ef1de8-24a3-4d7c-aabc-c86d4eedb002,
29243,25960,sem_nota,Semáforo da nota média com polaridade positiva: 🟢 quando sobe.,2,"VAR delta = [var_nota]
VAR polaridade = 1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,511c3bbd-9d99-4182-bda6-e143e6a678f8,
29244,25960,sem_nps,Semáforo do NPS com polaridade positiva: 🟢 quando sobe.,2,"VAR delta = [var_nps]
VAR polaridade = 1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,24edf33f-c9e1-4068-888d-f3035fe86317,
29245,25960,sem_igro,Semáforo do IGRO com polaridade positiva: 🟢 quando sobe.,2,"VAR delta = [var_igro]
VAR polaridade = 1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,cf2d831f-a6e3-49b9-87f0-94330255cca8,
29246,25960,sem_igro_sub_t,Semáforo do Sub-T com polaridade positiva.,2,"VAR delta = [var_igro_sub_t]
VAR polaridade = 1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,73afc378-86cf-42b0-9d15-1e67ff7b324f,
29247,25960,sem_igro_sub_q,Semáforo do Sub-Q com polaridade positiva.,2,"VAR delta = [var_igro_sub_q]
VAR polaridade = 1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,971657e4-ea14-46d3-ab2c-0f42e890bb11,
29248,25960,sem_recurso,Semáforo do % de recurso com polaridade negativa: 🟢 quando cai.,2,"VAR delta = [var_recurso]
VAR polaridade = -1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,fe1b818f-88ba-4feb-8621-249352bd2580,
29249,25960,sem_cobertura_reclamacao,Semáforo da cobertura de pesquisa em Reclamações com polaridade positiva: 🟢 quando sobe.,2,"VAR delta = [var_cobertura_reclamacao]
VAR polaridade = 1
RETURN
    IF(
        ISBLANK(delta), ""⏸️"",
        IF(delta = 0, ""⏹️"",
            IF(delta * polaridade > 0, ""🟢"", ""🔴"")
        )
    )",,False,1,20/04/2026 21:10:46,20/04/2026 21:10:46,,False,,10 · Semáforo · Variação,,,3822630e-317f-4859-a729-3a5824b299a1,
29250,25960,lbl_tmr,Rótulo completo para cartão do TMR: valor atual + semáforo + delta formatado.,2,"VAR valor = [ind_media_tempo_resposta]
VAR delta = [var_tmr]
VAR emoji = [sem_tmr]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0"") & ""d)"")
RETURN
    emoji & "" "" & FORMAT(valor, ""0.0"") & ""d"" & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,9e653968-7a64-4c95-a12a-1455179208f1,
29251,25960,lbl_pct_mais_30_dias,Rótulo completo para cartão do % +30 dias.,2,"VAR valor = [ind_pct_mais_30_dias]
VAR delta = [var_pct_mais_30_dias]
VAR emoji = [sem_pct_mais_30_dias]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0%"") & "")"")
RETURN
    emoji & "" "" & FORMAT(valor, ""0.0%"") & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,4c35ddc7-15f2-4a58-99e7-e800c6797482,
29252,25960,lbl_resolutividade,Rótulo completo para cartão da resolutividade.,2,"VAR valor = [ind_pct_resolutividade]
VAR delta = [var_resolutividade]
VAR emoji = [sem_resolutividade]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0%"") & "")"")
RETURN
    emoji & "" "" & FORMAT(valor, ""0.0%"") & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,6121b299-4e03-4dd7-844c-cf440ff12f79,
29253,25960,lbl_insatisfatorias,Rótulo completo para cartão das respostas insatisfatórias.,2,"VAR valor = [ind_pct_respostas_insatisfatorias]
VAR delta = [var_insatisfatorias]
VAR emoji = [sem_insatisfatorias]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0%"") & "")"")
RETURN
    emoji & "" "" & FORMAT(valor, ""0.0%"") & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,a0f4d72c-906b-428d-a35c-e74136cfc4f7,
29254,25960,lbl_nota,Rótulo completo para cartão da nota média.,2,"VAR valor = [ind_media_nota_recomendacao]
VAR delta = [var_nota]
VAR emoji = [sem_nota]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0"") & "")"")
RETURN
    emoji & "" "" & FORMAT(valor, ""0.0"") & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,02723518-6d57-45ef-8828-edfe35f7a4be,
29255,25960,lbl_nps,Rótulo completo para cartão do NPS.,2,"VAR valor = [ind_nps]
VAR delta = [var_nps]
VAR emoji = [sem_nps]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0"") & "")"")
VAR sinal_valor = IF(valor > 0, ""+"", """")
RETURN
    emoji & "" "" & sinal_valor & FORMAT(valor, ""0.0"") & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,6fbaf6f9-6daf-4d87-b199-0678bc041b37,
29256,25960,lbl_igro,Rótulo completo para cartão do IGRO.,2,"VAR valor = [idx_igro]
VAR delta = [var_igro]
VAR emoji = [sem_igro]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0%"") & "")"")
RETURN
    emoji & "" "" & FORMAT(valor, ""0.0%"") & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,021a2387-90c5-421b-8a5d-3befd76eb459,
29257,25960,lbl_igro_sub_t,Rótulo completo para cartão do Sub-T.,2,"VAR valor = [idx_igro_sub_t]
VAR delta = [var_igro_sub_t]
VAR emoji = [sem_igro_sub_t]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0%"") & "")"")
RETURN
    emoji & "" "" & FORMAT(valor, ""0.0%"") & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,f5ac9652-9840-4c40-a1ca-4845032c0e24,
29258,25960,lbl_igro_sub_q,Rótulo completo para cartão do Sub-Q.,2,"VAR valor = [idx_igro_sub_q]
VAR delta = [var_igro_sub_q]
VAR emoji = [sem_igro_sub_q]
VAR sinal = IF(delta > 0, ""+"", """")
VAR delta_fmt = IF(ISBLANK(delta), """", "" ("" & sinal & FORMAT(delta, ""0.0%"") & "")"")
RETURN
    emoji & "" "" & FORMAT(valor, ""0.0%"") & delta_fmt",,False,1,20/04/2026 21:11:05,20/04/2026 21:11:04,,False,,11 · Rótulo · Cartão,,,c66152c9-9530-4a73-a115-fc2f5d1dee6b,
29259,25960,_JSON Orgaos,"Array JSON com IGRO e KRIs por órgão, ordenado por IGRO desc. Usa SUMMARIZE com colunas calculadas.",2,"VAR _t =
    ADDCOLUMNS(
        SUMMARIZE(f_relatorio, f_relatorio[sigla]),
        ""_qtd"",   [base_qtd_manifestacoes],
        ""_igro"",  [idx_igro],
        ""_sub_t"", [idx_igro_sub_t],
        ""_sub_q"", [idx_igro_sub_q],
        ""_tmr"",   [ind_media_tempo_resposta],
        ""_res"",   [ind_pct_resolutividade],
        ""_nota"",  [ind_media_nota_recomendacao],
        ""_ins"",   [ind_pct_respostas_insatisfatorias],
        ""_nps"",   [ind_nps],
        ""_k1"",    [idx_score_igro_kri1],
        ""_k2"",    [idx_score_igro_kri2],
        ""_k3"",    [idx_score_igro_kri3],
        ""_k4"",    [idx_score_igro_kri4],
        ""_k5"",    [idx_score_igro_kri5]
    )
VAR _s = TOPN(60, _t, [_igro], DESC)
RETURN
    ""["" &
    CONCATENATEX(
        _s,
        ""{"" &
            """"""s"""":""""""
                & SUBSTITUTE(f_relatorio[sigla], """""""", ""'"") & """""","" &
            """"""n"""":"" & SUBSTITUTE(FORMAT([_qtd],  ""0""),      "","", ""."") & "","" &
            """"""i"""":"" & SUBSTITUTE(FORMAT([_igro], ""0.0000""), "","", ""."") & "","" &
            """"""t"""":"" & SUBSTITUTE(FORMAT([_sub_t],""0.0000""), "","", ""."") & "","" &
            """"""q"""":"" & SUBSTITUTE(FORMAT([_sub_q],""0.0000""), "","", ""."") & "","" &
            """"""m"""":"" & SUBSTITUTE(FORMAT([_tmr],  ""0.00""),   "","", ""."") & "","" &
            """"""r"""":"" & SUBSTITUTE(FORMAT([_res],  ""0.0000""), "","", ""."") & "","" &
            """"""a"""":"" & SUBSTITUTE(FORMAT([_nota], ""0.00""),   "","", ""."") & "","" &
            """"""x"""":"" & SUBSTITUTE(FORMAT([_ins],  ""0.0000""), "","", ""."") & "","" &
            """"""p"""":"" & SUBSTITUTE(FORMAT([_nps],  ""0.00""),   "","", ""."") & "","" &
            """"""k1"""":""& SUBSTITUTE(FORMAT([_k1],  ""0.0000""), "","", ""."") & "","" &
            """"""k2"""":""& SUBSTITUTE(FORMAT([_k2],  ""0.0000""), "","", ""."") & "","" &
            """"""k3"""":""& SUBSTITUTE(FORMAT([_k3],  ""0.0000""), "","", ""."") & "","" &
            """"""k4"""":""& SUBSTITUTE(FORMAT([_k4],  ""0.0000""), "","", ""."") & "","" &
            """"""k5"""":""& SUBSTITUTE(FORMAT([_k5],  ""0.0000""), "","", ""."") &
        ""}"",
        "","",
        [_igro], DESC
    ) &
    ""]""",,False,1,20/04/2026 21:34:47,20/04/2026 21:34:16,,False,,12 · JSON · Dashboard,,,99c13910-be70-4f4c-b7c2-02b371a23229,
29260,25960,_JSON Tipos,Array JSON com distribuição por tipo de manifestação.,2,"VAR _tot = [base_qtd_manifestacoes]
VAR _t =
    ADDCOLUMNS(
        SUMMARIZE(f_relatorio, f_relatorio[tipo_manifestacao]),
        ""_qtd"",  [base_qtd_manifestacoes],
        ""_ins"",  [base_qtd_respostas_insatisfatorias],
        ""_pesq"", [base_qtd_pesquisa]
    )
VAR _s = TOPN(10, _t, [_qtd], DESC)
RETURN
    ""["" &
    CONCATENATEX(
        _s,
        ""{"" &
            """"""tipo"""":""""""
                & SUBSTITUTE(f_relatorio[tipo_manifestacao], """""""", ""'"") & """""","" &
            """"""n"""":""    & SUBSTITUTE(FORMAT([_qtd],  ""0""),      "","", ""."") & "","" &
            """"""ins"""":""  & SUBSTITUTE(FORMAT([_ins],  ""0""),      "","", ""."") & "","" &
            """"""pesq"""":"" & SUBSTITUTE(FORMAT([_pesq], ""0""),      "","", ""."") & "","" &
            """"""pct"""":""  & SUBSTITUTE(FORMAT(DIVIDE([_qtd], _tot, 0), ""0.0000""), "","", ""."") &
        ""}"",
        "","",
        [_qtd], DESC
    ) &
    ""]""",,False,1,20/04/2026 21:34:56,20/04/2026 21:34:30,,False,,12 · JSON · Dashboard,,,8f442eb8-9404-4b40-ac53-aa467be49210,
29261,25960,_JSON KPIs,Array JSON com KPIs globais da rede para injeção direta nos cards do dashboard.,2,"VAR _igro  = SUBSTITUTE(FORMAT([idx_igro], ""0.0000""), "","", ""."")
VAR _sub_t = SUBSTITUTE(FORMAT([idx_igro_sub_t], ""0.0000""), "","", ""."")
VAR _sub_q = SUBSTITUTE(FORMAT([idx_igro_sub_q], ""0.0000""), "","", ""."")
VAR _tmr   = SUBSTITUTE(FORMAT([ind_media_tempo_resposta], ""0.00""), "","", ""."")
VAR _res   = SUBSTITUTE(FORMAT([ind_pct_resolutividade], ""0.0000""), "","", ""."")
VAR _nota  = SUBSTITUTE(FORMAT([ind_media_nota_recomendacao], ""0.00""), "","", ""."")
VAR _ins   = SUBSTITUTE(FORMAT([ind_pct_respostas_insatisfatorias], ""0.0000""), "","", ""."")
VAR _nps   = SUBSTITUTE(FORMAT([ind_nps], ""0.00""), "","", ""."")
VAR _p30   = SUBSTITUTE(FORMAT([ind_pct_mais_30_dias], ""0.0000""), "","", ""."")
VAR _tot   = SUBSTITUTE(FORMAT([base_qtd_manifestacoes], ""0""), "","", ""."")
VAR _pesq  = SUBSTITUTE(FORMAT([base_qtd_pesquisa], ""0""), "","", ""."")
VAR _prc   = SUBSTITUTE(FORMAT([ind_pct_procedencia], ""0.0000""), "","", ""."")
VAR _rec   = SUBSTITUTE(FORMAT([ind_pct_recurso], ""0.0000""), "","", ""."")
RETURN
    ""{"" &
    """"""igro"""": ""    & _igro  & "","" &
    """"""sub_t"""": ""   & _sub_t & "","" &
    """"""sub_q"""": ""   & _sub_q & "","" &
    """"""tmr"""": ""     & _tmr   & "","" &
    """"""res"""": ""     & _res   & "","" &
    """"""nota"""": ""    & _nota  & "","" &
    """"""ins"""": ""     & _ins   & "","" &
    """"""nps"""": ""     & _nps   & "","" &
    """"""p30"""": ""     & _p30   & "","" &
    """"""total"""": ""   & _tot   & "","" &
    """"""pesq"""": ""    & _pesq  & "","" &
    """"""proc"""": ""    & _prc   & "","" &
    """"""recurso"""": "" & _rec   &
    ""}""",,False,1,20/04/2026 21:34:30,20/04/2026 21:34:30,,False,,12 · JSON · Dashboard,,,6a73408b-e0c3-4c77-9b7e-aec6c577bb1e,
